A,B,EVENT_COUNT,ID1,ID2
1,57,90,Paper RM1,Paper RYR
1,58,15311,Paper RM1,Paper RCX
1,59,136,Paper RM1,Paper RP4
1,60,273,Paper RM1,Paper RF4
1,61,11463,Paper RM1,Epic Systems
1,62,33,Paper RM1,Paper RNL
1,63,71,Paper RM1,Paper RH8
1,64,161,Paper RM1,Paper RDU
1,65,18,Paper RM1,Paper RJN
1,66,57,Paper RM1,Paper RK9
1,67,12,Paper RM1,Multiple REM
1,68,143,Paper RM1,In-house Development RR8
1,69,29,Paper RM1,Multiple RA9
1,70,188,Paper RM1,EMIS Health
1,71,759,Paper RM1,Multiple RGN
1,72,159,Paper RM1,Multiple RAJ
1,73,144,Paper RM1,Paper RC1
1,74,88,Paper RM1,Paper RPA
1,75,531,Paper RM1,Paper RWD
1,76,299,Paper RM1,Paper RWE
1,77,74,Paper RM1,Paper RAP
1,78,81,Paper RM1,Paper RP5
1,79,731,Paper RM1,Allscripts
1,80,58,Paper RM1,Paper RTR
1,81,88,Paper RM1,In-house Development RN5
1,82,132,Paper RM1,Advanced
2,3,17,In-house Development RNA,Paper RXH
2,4,58,In-house Development RNA,Across Health 
2,5,213,In-house Development RNA,Intersystems
2,6,670,In-house Development RNA,DXC Technology
2,7,28,In-house Development RNA,Paper RXF
2,8,30,In-house Development RNA,Kainos
2,9,17,In-house Development RNA,Multiple RC9
2,10,6,In-house Development RNA,Paper RCD
2,11,16,In-house Development RNA,Viper
2,13,20565,In-house Development RNA,In-house Development RRK
2,14,250,In-house Development RNA,In-house Development RJF
2,15,42,In-house Development RNA,Teleologic
2,16,664,In-house Development RNA,Graphnet
2,17,32,In-house Development RNA,In-house Development RCB
2,18,20,In-house Development RNA,Multiple RAN
2,19,1940,In-house Development RNA,Paper RXW
2,20,33342,In-house Development RNA,Cerner
2,21,46,In-house Development RNA,In-house Development RET
2,22,8896,In-house Development RNA,Multiple RWP
2,23,5,In-house Development RNA,Cambio Healthcare Systems
2,24,19,In-house Development RNA,CGI
2,25,34,In-house Development RNA,Paper RW6
2,26,36,In-house Development RNA,Paper RBT
2,27,11,In-house Development RNA,TPP
2,28,19,In-house Development RNA,Paper RTF
2,29,18,In-house Development RNA,Paper RDE
2,30,18,In-house Development RNA,Paper RWG
2,31,59,In-house Development RNA,Paper RLT
2,32,121,In-house Development RNA,Multiple RX1
2,33,156,In-house Development RNA,Paper RHQ
2,35,4092,In-house Development RNA,Paper RRJ
2,36,11,In-house Development RNA,Paper RMC
2,37,70,In-house Development RNA,Fortrus
2,38,45,In-house Development RNA,Multiple R1K
2,39,12,In-house Development RNA,Paper RTK
2,40,15,In-house Development RNA,Paper RXR
2,41,74,In-house Development RNA,Multiple RQ6
2,42,5,In-house Development RNA,Paper RPC
2,43,1,In-house Development RNA,Paper RA2
2,44,1067,In-house Development RNA,System C
2,45,424,In-house Development RNA,IMS Maxims
2,46,58,In-house Development RNA,In-house Development RBV
2,47,26557,In-house Development RNA,In-house Development RL4
2,48,2008,In-house Development RNA,In-house Development RR1
2,49,8,In-house Development RNA,Paper RN7
2,50,36,In-house Development RNA,Meditech
2,51,129,In-house Development RNA,Multiple R0A
2,52,2971,In-house Development RNA,Multiple RBK
2,53,20,In-house Development RNA,In-house Development RJL
2,54,26,In-house Development RNA,In-house Development RAS
2,55,34,In-house Development RNA,In-house Development RPY
2,56,13,In-house Development RNA,Multiple RXN
2,57,20,In-house Development RNA,Paper RYR
2,58,14,In-house Development RNA,Paper RCX
2,60,27,In-house Development RNA,Paper RF4
2,61,180,In-house Development RNA,Epic Systems
2,62,16,In-house Development RNA,Paper RNL
2,63,72,In-house Development RNA,Paper RH8
2,64,51,In-house Development RNA,Paper RDU
2,65,27,In-house Development RNA,Paper RJN
2,66,44,In-house Development RNA,Paper RK9
2,67,12,In-house Development RNA,Multiple REM
2,68,54,In-house Development RNA,In-house Development RR8
2,69,97,In-house Development RNA,Multiple RA9
2,70,42,In-house Development RNA,EMIS Health
2,71,39,In-house Development RNA,Multiple RGN
2,72,14,In-house Development RNA,Multiple RAJ
2,73,12,In-house Development RNA,Paper RC1
2,74,21,In-house Development RNA,Paper RPA
2,75,48,In-house Development RNA,Paper RWD
2,76,227,In-house Development RNA,Paper RWE
2,77,12,In-house Development RNA,Paper RAP
2,78,23,In-house Development RNA,Paper RP5
2,79,126,In-house Development RNA,Allscripts
2,80,17,In-house Development RNA,Paper RTR
2,81,30,In-house Development RNA,In-house Development RN5
2,82,3115,In-house Development RNA,Advanced
3,4,937,Paper RXH,Across Health 
3,5,205,Paper RXH,Intersystems
3,6,7675,Paper RXH,DXC Technology
3,7,44,Paper RXH,Paper RXF
3,8,28276,Paper RXH,Kainos
3,9,54,Paper RXH,Multiple RC9
3,10,22,Paper RXH,Paper RCD
3,11,3597,Paper RXH,Viper
3,13,100,Paper RXH,In-house Development RRK
3,14,32,Paper RXH,In-house Development RJF
3,15,433,Paper RXH,Teleologic
3,16,2431,Paper RXH,Graphnet
3,17,47,Paper RXH,In-house Development RCB
3,18,861,Paper RXH,Multiple RAN
3,19,43,Paper RXH,Paper RXW
3,20,22602,Paper RXH,Cerner
3,21,7,Paper RXH,In-house Development RET
3,22,62,Paper RXH,Multiple RWP
3,23,49,Paper RXH,Cambio Healthcare Systems
3,24,133,Paper RXH,CGI
3,25,34,Paper RXH,Paper RW6
3,26,13,Paper RXH,Paper RBT
3,27,19,Paper RXH,TPP
3,28,26,Paper RXH,Paper RTF
3,29,62,Paper RXH,Paper RDE
3,30,94,Paper RXH,Paper RWG
3,31,6,Paper RXH,Paper RLT
3,32,92,Paper RXH,Multiple RX1
3,33,88,Paper RXH,Paper RHQ
3,34,2,Paper RXH,Silverlink Software
3,35,4,Paper RXH,Paper RRJ
3,36,19,Paper RXH,Paper RMC
3,37,103,Paper RXH,Fortrus
3,38,422,Paper RXH,Multiple R1K
3,39,392,Paper RXH,Paper RTK
3,40,17,Paper RXH,Paper RXR
3,41,48,Paper RXH,Multiple RQ6
3,42,14296,Paper RXH,Paper RPC
3,43,1468,Paper RXH,Paper RA2
3,44,827,Paper RXH,System C
3,45,347,Paper RXH,IMS Maxims
3,46,33,Paper RXH,In-house Development RBV
3,47,46,Paper RXH,In-house Development RL4
3,48,63,Paper RXH,In-house Development RR1
3,49,161,Paper RXH,Paper RN7
3,50,99,Paper RXH,Meditech
3,51,157,Paper RXH,Multiple R0A
3,52,9,Paper RXH,Multiple RBK
3,53,35,Paper RXH,In-house Development RJL
3,54,68,Paper RXH,In-house Development RAS
3,55,2344,Paper RXH,In-house Development RPY
3,56,47,Paper RXH,Multiple RXN
3,57,36023,Paper RXH,Paper RYR
3,58,47,Paper RXH,Paper RCX
3,59,28,Paper RXH,Paper RP4
3,60,106,Paper RXH,Paper RF4
3,61,3995,Paper RXH,Epic Systems
3,62,31,Paper RXH,Paper RNL
3,63,169,Paper RXH,Paper RH8
3,64,411,Paper RXH,Paper RDU
3,65,23,Paper RXH,Paper RJN
3,66,132,Paper RXH,Paper RK9
3,67,18,Paper RXH,Multiple REM
3,68,104,Paper RXH,In-house Development RR8
3,69,80,Paper RXH,Multiple RA9
3,70,613,Paper RXH,EMIS Health
3,71,72,Paper RXH,Multiple RGN
3,72,74,Paper RXH,Multiple RAJ
3,73,48,Paper RXH,Paper RC1
3,74,221,Paper RXH,Paper RPA
3,75,57,Paper RXH,Paper RWD
3,76,114,Paper RXH,Paper RWE
3,77,67,Paper RXH,Paper RAP
3,78,24,Paper RXH,Paper RP5
3,79,3971,Paper RXH,Allscripts
3,80,44,Paper RXH,Paper RTR
3,81,250,Paper RXH,In-house Development RN5
3,82,111,Paper RXH,Advanced
4,5,450,Across Health ,Intersystems
4,6,35623,Across Health ,DXC Technology
4,7,32,Across Health ,Paper RXF
4,8,1280,Across Health ,Kainos
4,9,1308,Across Health ,Multiple RC9
4,10,22,Across Health ,Paper RCD
4,11,1488,Across Health ,Viper
4,13,168,Across Health ,In-house Development RRK
4,14,36,Across Health ,In-house Development RJF
4,15,2064,Across Health ,Teleologic
4,16,4190,Across Health ,Graphnet
4,17,149,Across Health ,In-house Development RCB
4,18,1757,Across Health ,Multiple RAN
4,19,89,Across Health ,Paper RXW
4,20,219882,Across Health ,Cerner
4,21,6,Across Health ,In-house Development RET
4,22,92,Across Health ,Multiple RWP
4,23,3874,Across Health ,Cambio Healthcare Systems
4,24,147,Across Health ,CGI
4,25,33,Across Health ,Paper RW6
4,26,34,Across Health ,Paper RBT
4,27,25,Across Health ,TPP
4,28,21,Across Health ,Paper RTF
4,29,1355,Across Health ,Paper RDE
4,30,5589,Across Health ,Paper RWG
4,31,28,Across Health ,Paper RLT
4,32,270,Across Health ,Multiple RX1
4,33,172,Across Health ,Paper RHQ
4,35,10,Across Health ,Paper RRJ
4,36,24,Across Health ,Paper RMC
4,37,166,Across Health ,Fortrus
4,38,35951,Across Health ,Multiple R1K
4,39,2115,Across Health ,Paper RTK
4,40,58,Across Health ,Paper RXR
4,41,96,Across Health ,Multiple RQ6
4,42,605,Across Health ,Paper RPC
4,43,904,Across Health ,Paper RA2
4,44,15869,Across Health ,System C
4,45,425,Across Health ,IMS Maxims
4,46,13,Across Health ,In-house Development RBV
4,47,166,Across Health ,In-house Development RL4
4,48,222,Across Health ,In-house Development RR1
4,49,3928,Across Health ,Paper RN7
4,50,267,Across Health ,Meditech
4,51,272,Across Health ,Multiple R0A
4,52,47,Across Health ,Multiple RBK
4,53,55,Across Health ,In-house Development RJL
4,54,4200,Across Health ,In-house Development RAS
4,55,2874,Across Health ,In-house Development RPY
4,56,20,Across Health ,Multiple RXN
4,57,692,Across Health ,Paper RYR
4,58,208,Across Health ,Paper RCX
4,59,118,Across Health ,Paper RP4
4,60,19851,Across Health ,Paper RF4
4,61,30407,Across Health ,Epic Systems
4,62,54,Across Health ,Paper RNL
4,63,240,Across Health ,Paper RH8
4,64,1735,Across Health ,Paper RDU
4,65,12,Across Health ,Paper RJN
4,66,130,Across Health ,Paper RK9
4,67,18,Across Health ,Multiple REM
4,68,123,Across Health ,In-house Development RR8
4,69,157,Across Health ,Multiple RA9
4,70,859,Across Health ,EMIS Health
4,71,636,Across Health ,Multiple RGN
4,72,1457,Across Health ,Multiple RAJ
4,73,1377,Across Health ,Paper RC1
4,74,1154,Across Health ,Paper RPA
4,75,407,Across Health ,Paper RWD
4,76,629,Across Health ,Paper RWE
4,77,11428,Across Health ,Paper RAP
4,78,51,Across Health ,Paper RP5
4,79,15217,Across Health ,Allscripts
4,80,66,Across Health ,Paper RTR
4,81,426,Across Health ,In-house Development RN5
4,82,238,Across Health ,Advanced
5,6,39285,Intersystems,DXC Technology
5,7,195,Intersystems,Paper RXF
5,8,227,Intersystems,Kainos
5,9,93,Intersystems,Multiple RC9
5,10,201,Intersystems,Paper RCD
5,11,189,Intersystems,Viper
5,13,2974,Intersystems,In-house Development RRK
5,14,164,Intersystems,In-house Development RJF
5,15,375,Intersystems,Teleologic
5,16,1999,Intersystems,Graphnet
5,17,752,Intersystems,In-house Development RCB
5,18,252,Intersystems,Multiple RAN
5,19,269,Intersystems,Paper RXW
5,20,24777,Intersystems,Cerner
5,21,140,Intersystems,In-house Development RET
5,22,9508,Intersystems,Multiple RWP
5,23,82,Intersystems,Cambio Healthcare Systems
5,24,110,Intersystems,CGI
5,25,1788,Intersystems,Paper RW6
5,26,792,Intersystems,Paper RBT
5,27,141,Intersystems,TPP
5,28,330,Intersystems,Paper RTF
5,29,96,Intersystems,Paper RDE
5,30,159,Intersystems,Paper RWG
5,31,94,Intersystems,Paper RLT
5,32,305,Intersystems,Multiple RX1
5,33,1325,Intersystems,Paper RHQ
5,34,185,Intersystems,Silverlink Software
5,35,514,Intersystems,Paper RRJ
5,36,339,Intersystems,Paper RMC
5,37,12675,Intersystems,Fortrus
5,38,282,Intersystems,Multiple R1K
5,39,188,Intersystems,Paper RTK
5,40,231,Intersystems,Paper RXR
5,41,521,Intersystems,Multiple RQ6
5,42,73,Intersystems,Paper RPC
5,43,204,Intersystems,Paper RA2
5,44,23345,Intersystems,System C
5,45,40512,Intersystems,IMS Maxims
5,46,14927,Intersystems,In-house Development RBV
5,47,194,Intersystems,In-house Development RL4
5,48,629,Intersystems,In-house Development RR1
5,49,109,Intersystems,Paper RN7
5,50,15546,Intersystems,Meditech
5,51,56411,Intersystems,Multiple R0A
5,52,86,Intersystems,Multiple RBK
5,53,116,Intersystems,In-house Development RJL
5,54,118,Intersystems,In-house Development RAS
5,55,397,Intersystems,In-house Development RPY
5,56,197,Intersystems,Multiple RXN
5,57,231,Intersystems,Paper RYR
5,58,63,Intersystems,Paper RCX
5,59,1,Intersystems,Paper RP4
5,60,134,Intersystems,Paper RF4
5,61,1803,Intersystems,Epic Systems
5,62,246,Intersystems,Paper RNL
5,63,35463,Intersystems,Paper RH8
5,64,530,Intersystems,Paper RDU
5,65,11171,Intersystems,Paper RJN
5,66,5039,Intersystems,Paper RK9
5,67,140,Intersystems,Multiple REM
5,68,814,Intersystems,In-house Development RR8
5,69,803,Intersystems,Multiple RA9
5,70,1455,Intersystems,EMIS Health
5,71,169,Intersystems,Multiple RGN
5,72,104,Intersystems,Multiple RAJ
5,73,102,Intersystems,Paper RC1
5,74,103,Intersystems,Paper RPA
5,75,221,Intersystems,Paper RWD
5,76,421,Intersystems,Paper RWE
5,77,64,Intersystems,Paper RAP
5,78,149,Intersystems,Paper RP5
5,79,26751,Intersystems,Allscripts
5,80,80489,Intersystems,Paper RTR
5,81,411,Intersystems,In-house Development RN5
5,82,567,Intersystems,Advanced
6,7,11082,DXC Technology,Paper RXF
6,8,15661,DXC Technology,Kainos
6,9,17614,DXC Technology,Multiple RC9
6,10,914,DXC Technology,Paper RCD
6,11,16219,DXC Technology,Viper
6,13,7423,DXC Technology,In-house Development RRK
6,14,38032,DXC Technology,In-house Development RJF
6,15,16378,DXC Technology,Teleologic
6,16,27370,DXC Technology,Graphnet
6,17,33733,DXC Technology,In-house Development RCB
6,18,7515,DXC Technology,Multiple RAN
6,19,828,DXC Technology,Paper RXW
6,20,524469,DXC Technology,Cerner
6,21,11703,DXC Technology,In-house Development RET
6,22,8507,DXC Technology,Multiple RWP
6,23,34277,DXC Technology,Cambio Healthcare Systems
6,24,1006,DXC Technology,CGI
6,25,14729,DXC Technology,Paper RW6
6,26,3510,DXC Technology,Paper RBT
6,27,5677,DXC Technology,TPP
6,28,2101,DXC Technology,Paper RTF
6,29,24797,DXC Technology,Paper RDE
6,30,28522,DXC Technology,Paper RWG
6,31,4568,DXC Technology,Paper RLT
6,32,38704,DXC Technology,Multiple RX1
6,33,56096,DXC Technology,Paper RHQ
6,34,2693,DXC Technology,Silverlink Software
6,35,1267,DXC Technology,Paper RRJ
6,36,1024,DXC Technology,Paper RMC
6,37,6956,DXC Technology,Fortrus
6,38,14921,DXC Technology,Multiple R1K
6,39,12643,DXC Technology,Paper RTK
6,40,2778,DXC Technology,Paper RXR
6,41,16006,DXC Technology,Multiple RQ6
6,42,3802,DXC Technology,Paper RPC
6,43,10627,DXC Technology,Paper RA2
6,44,306853,DXC Technology,System C
6,45,23242,DXC Technology,IMS Maxims
6,46,10657,DXC Technology,In-house Development RBV
6,47,1472,DXC Technology,In-house Development RL4
6,48,6990,DXC Technology,In-house Development RR1
6,49,26349,DXC Technology,Paper RN7
6,50,77955,DXC Technology,Meditech
6,51,56683,DXC Technology,Multiple R0A
6,52,548,DXC Technology,Multiple RBK
6,53,40429,DXC Technology,In-house Development RJL
6,54,7938,DXC Technology,In-house Development RAS
6,55,30837,DXC Technology,In-house Development RPY
6,56,32451,DXC Technology,Multiple RXN
6,57,4105,DXC Technology,Paper RYR
6,58,9855,DXC Technology,Paper RCX
6,59,722,DXC Technology,Paper RP4
6,60,24398,DXC Technology,Paper RF4
6,61,91259,DXC Technology,Epic Systems
6,62,6887,DXC Technology,Paper RNL
6,63,3227,DXC Technology,Paper RH8
6,64,14860,DXC Technology,Paper RDU
6,65,1063,DXC Technology,Paper RJN
6,66,1890,DXC Technology,Paper RK9
6,67,5389,DXC Technology,Multiple REM
6,68,9464,DXC Technology,In-house Development RR8
6,69,1647,DXC Technology,Multiple RA9
6,70,28380,DXC Technology,EMIS Health
6,71,23432,DXC Technology,Multiple RGN
6,72,19784,DXC Technology,Multiple RAJ
6,73,18596,DXC Technology,Paper RC1
6,74,11282,DXC Technology,Paper RPA
6,75,8063,DXC Technology,Paper RWD
6,76,9813,DXC Technology,Paper RWE
6,77,6170,DXC Technology,Paper RAP
6,78,10505,DXC Technology,Paper RP5
6,79,209252,DXC Technology,Allscripts
6,80,39000,DXC Technology,Paper RTR
6,81,8907,DXC Technology,In-house Development RN5
6,82,59454,DXC Technology,Advanced
7,8,34,Paper RXF,Kainos
7,9,20,Paper RXF,Multiple RC9
7,10,894,Paper RXF,Paper RCD
7,11,23,Paper RXF,Viper
7,13,71,Paper RXF,In-house Development RRK
7,14,31,Paper RXF,In-house Development RJF
7,15,59,Paper RXF,Teleologic
7,16,101,Paper RXF,Graphnet
7,17,4841,Paper RXF,In-house Development RCB
7,18,34,Paper RXF,Multiple RAN
7,19,28,Paper RXF,Paper RXW
7,20,20756,Paper RXF,Cerner
7,21,76,Paper RXF,In-house Development RET
7,22,39,Paper RXF,Multiple RWP
7,23,8,Paper RXF,Cambio Healthcare Systems
7,24,18,Paper RXF,CGI
7,25,216,Paper RXF,Paper RW6
7,26,27,Paper RXF,Paper RBT
7,27,974,Paper RXF,TPP
7,28,114,Paper RXF,Paper RTF
7,29,21,Paper RXF,Paper RDE
7,30,18,Paper RXF,Paper RWG
7,31,16,Paper RXF,Paper RLT
7,32,174,Paper RXF,Multiple RX1
7,33,5762,Paper RXF,Paper RHQ
7,34,12,Paper RXF,Silverlink Software
7,35,43,Paper RXF,Paper RRJ
7,36,109,Paper RXF,Paper RMC
7,37,27,Paper RXF,Fortrus
7,38,29,Paper RXF,Multiple R1K
7,39,19,Paper RXF,Paper RTK
7,40,153,Paper RXF,Paper RXR
7,41,98,Paper RXF,Multiple RQ6
7,42,16,Paper RXF,Paper RPC
7,43,19,Paper RXF,Paper RA2
7,44,530,Paper RXF,System C
7,45,223,Paper RXF,IMS Maxims
7,46,245,Paper RXF,In-house Development RBV
7,47,29,Paper RXF,In-house Development RL4
7,48,67,Paper RXF,In-house Development RR1
7,49,33,Paper RXF,Paper RN7
7,50,133,Paper RXF,Meditech
7,51,537,Paper RXF,Multiple R0A
7,52,17,Paper RXF,Multiple RBK
7,53,1028,Paper RXF,In-house Development RJL
7,54,12,Paper RXF,In-house Development RAS
7,55,23,Paper RXF,In-house Development RPY
7,56,97,Paper RXF,Multiple RXN
7,57,22,Paper RXF,Paper RYR
7,58,20,Paper RXF,Paper RCX
7,59,1,Paper RXF,Paper RP4
7,60,22,Paper RXF,Paper RF4
7,61,210,Paper RXF,Epic Systems
7,62,55,Paper RXF,Paper RNL
7,63,30,Paper RXF,Paper RH8
7,64,42,Paper RXF,Paper RDU
7,65,15,Paper RXF,Paper RJN
7,66,27,Paper RXF,Paper RK9
7,67,38,Paper RXF,Multiple REM
7,68,63958,Paper RXF,In-house Development RR8
7,69,39,Paper RXF,Multiple RA9
7,70,54,Paper RXF,EMIS Health
7,71,78,Paper RXF,Multiple RGN
7,72,23,Paper RXF,Multiple RAJ
7,73,15,Paper RXF,Paper RC1
7,74,18,Paper RXF,Paper RPA
7,75,303,Paper RXF,Paper RWD
7,76,200,Paper RXF,Paper RWE
7,77,13,Paper RXF,Paper RAP
7,78,3300,Paper RXF,Paper RP5
7,79,404,Paper RXF,Allscripts
7,80,299,Paper RXF,Paper RTR
7,81,19,Paper RXF,In-house Development RN5
7,82,83,Paper RXF,Advanced
8,9,165,Kainos,Multiple RC9
8,10,23,Kainos,Paper RCD
8,11,5510,Kainos,Viper
8,13,139,Kainos,In-house Development RRK
8,14,38,Kainos,In-house Development RJF
8,15,1580,Kainos,Teleologic
8,16,1609,Kainos,Graphnet
8,17,97,Kainos,In-house Development RCB
8,18,1067,Kainos,Multiple RAN
8,19,50,Kainos,Paper RXW
8,20,43479,Kainos,Cerner
8,21,4,Kainos,In-house Development RET
8,22,80,Kainos,Multiple RWP
8,23,164,Kainos,Cambio Healthcare Systems
8,24,95,Kainos,CGI
8,25,63,Kainos,Paper RW6
8,26,23,Kainos,Paper RBT
8,27,37,Kainos,TPP
8,28,47,Kainos,Paper RTF
8,29,13030,Kainos,Paper RDE
8,30,109,Kainos,Paper RWG
8,31,35,Kainos,Paper RLT
8,32,149,Kainos,Multiple RX1
8,33,187,Kainos,Paper RHQ
8,34,8,Kainos,Silverlink Software
8,35,41,Kainos,Paper RRJ
8,36,23,Kainos,Paper RMC
8,37,117,Kainos,Fortrus
8,38,461,Kainos,Multiple R1K
8,39,219,Kainos,Paper RTK
8,40,32,Kainos,Paper RXR
8,41,34,Kainos,Multiple RQ6
8,42,5840,Kainos,Paper RPC
8,43,716,Kainos,Paper RA2
8,44,1380,Kainos,System C
8,45,345,Kainos,IMS Maxims
8,46,25,Kainos,In-house Development RBV
8,47,49,Kainos,In-house Development RL4
8,48,95,Kainos,In-house Development RR1
8,49,226,Kainos,Paper RN7
8,50,83,Kainos,Meditech
8,51,95,Kainos,Multiple R0A
8,52,25,Kainos,Multiple RBK
8,53,49,Kainos,In-house Development RJL
8,54,99,Kainos,In-house Development RAS
8,55,1353,Kainos,In-house Development RPY
8,56,53,Kainos,Multiple RXN
8,57,1264,Kainos,Paper RYR
8,58,151,Kainos,Paper RCX
8,59,38,Kainos,Paper RP4
8,60,463,Kainos,Paper RF4
8,61,16519,Kainos,Epic Systems
8,62,48,Kainos,Paper RNL
8,63,119,Kainos,Paper RH8
8,64,339,Kainos,Paper RDU
8,65,9,Kainos,Paper RJN
8,66,77,Kainos,Paper RK9
8,67,34,Kainos,Multiple REM
8,68,75,Kainos,In-house Development RR8
8,69,65,Kainos,Multiple RA9
8,70,366,Kainos,EMIS Health
8,71,247,Kainos,Multiple RGN
8,72,352,Kainos,Multiple RAJ
8,73,92,Kainos,Paper RC1
8,74,378,Kainos,Paper RPA
8,75,177,Kainos,Paper RWD
8,76,168,Kainos,Paper RWE
8,77,94,Kainos,Paper RAP
8,78,34,Kainos,Paper RP5
